新闻ID,文本,标签
7535,893 422 1775 2067 221 830 1139 2664 485 2275 940 1978 444 1243 238 639 2275 2180 893 422 1533 1567 1288 1754 509 380 1636 2823,3
7536,102 246 1500 1968 1583 1844 771 2155 2515 1632 485 2130 1735 2706,4
7537,1673 1122 2247 1713 771 570 1058 102 132 1781 2564 1533 758 1550 2715 1255,1
7538,2051 1156 2722 1121 1126 2677 2140 1193 2342 1609 2135 1017 1276 630 912 370 1017 1276 630 1554 1143 143 178 618 1610,3
7539,1752 501 987 102 2667 2639,4
7540,451 1127 451 204 935 681 2558 1532 1905 2832 2124 1491 102 1431 2506 1682 2192 1017 1276 630 2810 2558 210 688,3
7541,780 2512 1731 1584 417 292 1139 102 412 319 298 102 412 319 424 1112 444 1243,3
7542,1077 535 758 2768 1317 1255 1494 1661 242 1360 2247 1648 1491 2546 1360 587 1475 2768 1212 2213 2784 102 2716 1978 2438 210 260 771,4
7543,1539 275 1952 986 417 1661 2275 2180 583 1127 1219 292 893 422 655 2784 2247 1265 2716,3
7544,588 2213 1140 1445 2642 2525 2570 2819 2469 1068 1491 485 2275 2290 126 758 1927 327 1255 1178 2578 1662 1843,3
7545,858 192 2512 1320 2146 2140 1264 1954 1661 674 1251 2845 1298 2373 1694 2845 1298 1694 1112 238 833 1564 1679 2392,3
7546,1978 173 1212 313 417 758 1781 1411 2820 1775 845 967 1255 1514 2412 1641 439 1775 113 1731 2810 2192,1
7547,485 2275 574 1661 132 1781 1665 630 229 1535,3
7548,574 742 2299 2274 570 1388 700 987 797 2706 2027 1648,3
7549,102 535 2656 2564 2515 426 1496 688 417 102 1156 655 1776 2546 1978 173 1491 259 1650 2084 1152 2751,1
7550,681 2558 535 2178 1683 1156 417 1978 173 681 2749 1895 2757 2569 2418 1110 618 987 2027 2108 1895 2831 2031,3
7551,102 1987 951 417 292 2178 677 1238 444 2546 1360 681 485 2275 2275 1422 1020 620,3
7552,2345 1554 1143 495 2299 1267 102 2645 176 197 2318 1680 2140 2663 587 1475 2031 455 238 1156,1
7553,681 2558 2141 2820 1514 1927 417 1251 2141 1695 2558 2558 1520 1465 1179 1491 1699 1781 444 1243 2801 1487 1857 1421,3
7554,2564 2285 2820 1747 681 2558 968 2840 417 1262 1816 2350 1912 619 2418 1110 221 1044 912 370 1491 1017 1276 630 2366 2828 296 2390 424 1193,3
7555,164 2126 1685 2558 417 164 2126 1665 124 292 893 422 655 2784 2247 1917 1583 102 2716,3
7556,1127 2242 1126 570 2140 587 1475 2275 1661 2213 1491 1268 385 1320 2247 2509 688 1843,1
7557,2456 2663 451 1128 2051 173 1077 674 2509 688 755 2840 788 2732 1313 1491 935 444 1243 2422 213 2760 134 1952 494 1232 1298,3
7558,102 965 102 635 814 2840 259 2192 1161 974 1193 635 2663 940 1978 444 1243 1514 2412 926 2754 1232 2089 776 490,4
7559,570 2140 1388 700 1695 2558 1130 1360 2493 2192 1661 1754 359 417 421 2191 1388 700 1642 337 1491 1262 1649 1731 1584 2754 1122 1333 526,3
7560,2345 411 2171 1576 2793 1267 1554 1143 987 797 2706 874 2477 336 1194 2751 1843 1404 259 777 2019 2507 940 2751 1843,4
7561,2345 213 412 1914 604 1619 1267 2677 2275 238 1610 1491 1404 259 1069 2808 1765 797 2751 1843,1
7562,2550 1507 1623 258 2019 102 102 1360 2509 1252 1219 215 1514 2412 2399 2293 2146 1731 2823 1696 120 2027 445 2155 1642 2737 2196 1775 2823 1285,4
7563,2564 1533 2051 1156 1126 2153 564 2645 176 570 1695 197 2503 221 767 370 1531 772 1491 1017 1276 630 102 2213 2784 1265 2716,3
7564,102 1583 2621 2716 2764 2456 2663 451 1128 1077 674 1161 1853 1182 1775 447 1972,3
7565,1504 644 228 1567 1223 997 2660 535 1775 1987 1491 587 1223 102 1090 1066 1680 380 1844 771 319,1
7566,1996 2126 1161 618 2079 1491 1031 297 259 2790 1161 2394 2660 539 2180 963 1212 2810 1843,3
7567,866 1952 1491 485 2275 1223 2394 1903 1001,3
7568,2660 1245 574 2663 221 2371 2845 1298 1514 2412 2509 688 444 2405 2558 2788,1
7569,1954 1251 2092 1360 915 2638 2240 1388 700 1665 570 331 1269 2030 1112 318 2182 681 1747 2116 2027 370,3
7570,866 1952 2764 2155 2515 1632 166 1360 1491 485 2275 2125 2284,3
7571,1520 2354 2564 1533 2189 869 2509 481 1491 2558 534 2155 1208 2051 1244 758 1471 2486 1248 1797 1255,1
7572,758 1140 691 1255 1514 2412 1744 570 1301 2371 2027 1978 173 1838 1312,4
7573,238 2166 221 2650 1491 1968 2663 2845 1298 1288 1625 246 1521 2202 272 1954 1978 102 2342,3
7574,2845 1298 2832 1130 1491 2196 207 2456 539 681 2558,3
7575,758 102 1622 696 1987 1775 102 1255 788 2375 2845 1669 2671 1853 422 1866 2155 1648 1244 1169 1731 2714,1
7576,2558 2788 1042 1680 114 1950 589 1857 1491 1149 260 1735 2819 651 1866 677 1122,4
7577,2646 1212 602 1683 417 2845 1298 2066 1704 759 173 1491 1388 700 1554 1143 758 2213 2775 1255 2660 176,3
7578,1323 2018 681 2558 2427 635 238 1950 656 968 2192 1895 1630 259 1978 173 601 1360 2192,3
7579,1661 1781 1411 2810 2558 589 1245 313 102 1583 102 1583 1844,4
7580,2345 1017 1276 630 1245 1245 1576 1267 2512 1618 767 370 1161 1514 190 1491 1017 1276 630 1552 1981 1859 512 1866 148 974 2412 1843,3
7581,2090 2405 2812 571 1856 2802 1781 1295 215 102 1583 102 2716,1
7582,1831 741 417 1447 2158 2411 2721 247 1602 1625 726 2146 2140 901 1987 587 2146 771 1108 2678 259 788 2140 534 1618 2153 564 1695 2558,3
7583,160 2335 1175 970 2507 1126 1618 1683 1550 1360 2764 102 1572 2213 997 2621 2716 570 1925 2275 2213 695 2716,1
7584,1775 259 1546 2392 1487 2205 1193 1491 960 2549 2146 1592 681 618 1610 1491 989 1268 385 2712 2116 1843,1
7585,2677 2140 1514 190 1017 1276 630 1369 2754 1057 1861 1491 1178 2578 2274 1843,3
7586,1755 2140 2276 1605 1313 2660 843 1360 1731 2715 714 692 1984 1917 2155 2718 1601,3
7587,2202 132 238 2505 102 1156 1491 302 1223 2146 2027 445 2155 1661 2213 1491 2504 539 2155 2712 2116 2479 2816,1
7588,490 2810 1554 1143 1965 1251 1134 602 2027 1641 1408 1027 2509 688 2027 1648,3
7589,2564 2515 2749 313 688 417 2202 132 238 424 102 1156 2764 1025 2275 602 745 1445 1355 311,1
7590,1869 259 1360 681 102 535 2299 1669 2660 1679 955 1076 1765 1744 2706 2810 102,3
7591,2224 2573 422 2808 1987 2209 1996 2564 1533 444 1243 645 1064 2775 655 1967,1
7592,915 587 417 1775 1857 238 1661 144 1822,3
7593,451 2774 2027 331 2715 1017 1276 630 1323 2018 2764 1077 674 102 1952 2275 1996 1929 997 229 2164 1491 940 1017 535 485 2275 940 1978 444 1243 1017 1276 630 1323 2018 570 2172 1781 1269 2660 2620,3
7594,272 1909 417 2250 1323 2140 2810 2155 1747 2475 259 1731 2840 1546 674 1223 1775 570 2639,4
7595,1360 2192 597 2329 2558 2788 132 1781 2564 1533 1501 1501 1857 1323 532 684 228 1567,1
7596,2337 148 602 370 102 758 1550 169 1255 2051 233 1491 213 2760 102 1517 639 756 894 2578 809 1020 1843,4
7597,570 2140 1756 930 417 1552 1844 126 102 1212 1299 1859 1642 1722 1775 1360 681 987 2493 1584 1058 1053,3
7598,2564 1533 2051 1156 1126 2845 1298 820 1156 2224 2573 590 160 1320 780 1696 1947 2558 2764 1058 2845 102 2213 380 1917 2716,3
7599,2345 2537 2705 2437 1223 2558 1554 102 1267 963 2642 914 656 618 2503 1491 1700 296 788 2484 1330 1679 1066 968 2783 963 2642 221 1531,1
7600,940 2051 904 2764 1223 695 126 228 1139 2664 2196 1661 2213 2304 2297 662 417 2013 1175 1194,2
7601,2263 2140 1466 2592 1950 2373 1665 2764 1642 1537 1212 1437 1533 1535 2411 2146 2564 1533 630 752 1533,4
7602,570 2747 160 1461 2467 2331 490 2810 1978 173 417 1580 963 2642 2146 1043 1978 173 987 2757 2569 2584 2172 2041 2638 1007 1859 1139 2493 1437 987,3
7603,641 792 417 1518 1518 997 1679 1017 1276 630 1554 1143 2422 385 424 2832,3
7604,2803 1328 215 1773 1147 2019 940 2512 2823 2631 1775 444 1243 2721 635 620 2558 2788,4
7605,2564 1533 2051 1156 1126 1747 2558 1781 1295 1744 656 1288 1754 1043 1857 102 2213 2784 1917 2716,3
7606,940 2512 2140 957 2454 1632 1265 126 102 1212 112 1521 965 1592 681 2666 2706 1533 1978 173 2648 102 2104 1422 1295 2558 2788 2648 102 2104 1288 2558 2810 2532,2
7607,535 534 444 1243 424 1112 1533 1567 2784 102 771 1025 319 1288 1754 1857 1421 102 2716,3
7608,1017 1276 630 1245 1245 1576 417 1017 1276 630 2810 2558 2236 1827 1109 602 418 1491 2274 656 1323 2018 1504 338 2140 2810 166 210,3
7609,1369 2228 1661 2564 1533 758 947 1533 1255 2764 2845 1298 2383 126 2832 1130 2288 2434 2456 1328,3
7610,1223 1775 1976 968 1388 700 1731 1584 681 2558 1360 1947 102 2663 272 1978 2508 175 444 1243 1090 1950 910 1288 1754 1857 2412 2784 102 2716,3
7611,375 2297 986 215 417 292 102 412 319 965 102 412 319 424 1112 444 1243,3
7612,535 2310 2155 2178 2842 2641 2331 1859 681 2751 1843,3
7613,681 2558 1465 1179 417 635 2275 1735 2706 209 1567 1987 1695 1491 2558 1520 2350 1348 618 1387,3
7614,520 707 2546 1360 681 2558 2427 2664 1775 2027 2108 417 2155 1747 2475 259 1895 1987 827 2299 490 1684 1682 2192 2475 259 1399 683,4
7615,587 1223 1554 102 417 1017 1276 630 1007 681 2558 634 1042 2536 390 1491 357 1445 422 2808 293 1269 940 2213,3
7616,570 302 1058 2845 417 102 2146 102 535 1007 1655 102 1080 1269 296 2390 535 2820 1857 1421 2784 102 2716,4
7617,2660 1514 926 221 570 1301 2027 2746 2371 2027,4
7618,1203 1866 2784 102 771 2706 1533 1491 1550 537 2456 1954 821 2202 272 102 2810 2532,1
7619,102 535 2331 1458 1950 1249 618 2832 1491 259 1688 635 1699 1152 1843,3
7620,2375 1978 797 2706 1747 1865 2411 940 287 2764 1981 554 187 1682 1491 2422 758 1274 1152 2390 1043 1255 2808 1038,1
7621,2345 2375 1978 2741 2591 1776 1267 2375 1978 2832 2124 120 2706 1533 1179 2192 1859 512 1491 175 1786 570 1330 1301 2375 1978 2027 2108,1
7622,213 1885 331 1125 2274 758 587 1475 1103 918 1255 1491 574 1661 1723 1744 2438 1500 175 1786,4
7623,1127 2242 1126 1453 968 765 1661 987 2564 1533 1491 2490 765 137 2373 1765 797 2751 1843,1
7624,2051 1156 2722 1121 1126 2191 2645 1752 1360 2509 2645 176 2213 1996 2448 1843 1017 1276 630 2546 1683 1642 2213,3
7625,2677 1291 1630 1464 2012 1978 173 2764 1330 1679 758 1232 1920 1255 1445 1491 2422 894 2578 655 2250 1244 2722 1987 1843,3
7626,1917 126 444 2405 1978 173 2067 814 1223 2630 535 1968 126 2664 1775 290 1491 282 2564 2067 814 1288 1754 1973 2284 2784 574 2823,1
7627,1861 2018 1747 2558 2660 1243 833 414 2546 1947 2277 444 2795 1714 912 590 1346 2467,3
7628,1124 635 2764 1124 635 2764 485 2275 115 940 2051 904,3
7629,2823 444 2405 2196 1661 963 1044 1491 674 1251 444 1243 1420 1299 174 1249 2031,1
7630,102 1744 1251 2141 2089 2158 2546 293 102 965 102 1940 1791 814 1696 866 535 1353 737 258 2009 1661 298 270 1866 1818 174 2089 2158,4
7631,2331 490 2810 1978 173 1662 1487 1178 2578 2274 1843 1775 2135 1322 1421 915 2141 1540,3
7632,2348 2078 1710 1796 1878 987 1805 1529 2141 935 2027 370 306 1765,4
7633,2564 1533 758 570 1758 1255 2196 1445 115 1938 1491 1981 616 2536 2784 1987 2275 1409,4
7634,2845 1298 417 1780 1744 2706 1533 1866 148 2823 2422 327 2130 485 2275 758 1978 173 1965 1255 987 1669 2660 1040 758 1857 1269 2706 1533 1255,3
7635,2153 2749 2155 1208 417 655 677 377 1655 270 1866 485 2275 2721 625 684 987 1306 1731 2532 860 1866 974 120 963 512 1408 512,3
7636,2345 1775 2371 1424 2274 1267 411 2493 2677 2140 2823 1421 695 1945 695 2622 1491 2784 1007 132 2537 2764,3
7637,534 2024 1351 2411 783 783 1291 417 758 102 783 1291 102 1255 424 1144 759 279 1679 2422 2621 126 102 1212 298 2621 126 102 1212,3
7638,758 1261 1162 1255 1445 2348 1025 1985 1978 2051 2299 1859 422 2808 1859 602 370 2751,3
7639,1388 700 1554 1143 835 1642 963 819 2764 574 1661 132 1781 424 2832 2025 1333 1491 681 2749 1203 989 1268 385 529 1482 1843,3
7640,2318 132 422 2808 424 2832 1491 2027 1648 1404 2041 2453 2724 1843 2345 915 2655 2592 1950 1267,3
7641,2345 2318 132 1765 797 1245 279 1267 2335 1812 1781 1295 2665 656 2307 1827 618 987 2677 2275 2832 2124,1
7642,2757 2569 1950 656 1185 1437 2331 490 2810 1554 1143 2427 2664 2536 390,3
7643,2754 2660 1122 2493 1656 758 589 1976 968 1517 1661 2812 830 1255 2031 455 2169 2558 102 535 1090 1950 910 1857 1421 102 2716,4
7644,2051 1152 1261 1776 1491 1437 2454 2550 1533 1223 2660 539 126 1775 290 2764,2
7645,1388 1790 445 2016 681 2558 968 2840 417 2757 2569 949 422 1895 204 1298 691 1244 1694 472,4
7646,166 1360 2764 1924 2156 1194 2764 1007 1655 2706 2810 2659 143,3
7647,2345 2070 1369 2509 688 1267 570 2747 2335 1812 1747 2116 1595 258 2664 1141 2764 535 2655 2536 390 1866 148 1843,3
7648,2345 421 1731 587 1475 1245 313 1267 1978 173 1330 1679 963 2642 655 1661 1491 1421 1679 2027 1648 1700 296 1758 1701,3
7649,570 2140 2450 2308 417 102 535 1639 991 1090 1950 910 102 1583 102 771 319 1491 1288 1754 1857 1421 695 1583 1844 2716,3
7650,1783 1058 1903 1001 2764 2660 2663 444 1243 1491 102 412 771 319,3
7651,2564 2515 2749 313 688 417 1388 700 1069 2808 2392 1487 1642 2213 327 1245 102 821 1775 2564 1704 2508,1
7652,1388 700 1298 2558 681 2558 1043 1122 602 418 1491 1935 574 737 2299 1857 2412 655 120 1564 1679,3
7653,1042 1521 417 421 132 1042 1355 1575 1583 102 2716 587 132 1042 1355 1917 1583 102 2716,3
7654,1649 2765 558 1805 2639 1350 1126 2845 1298 1554 1143 1203 1437 1042 1112 2744 2764 2845 1298 132 1781 1404 259 2213 2751 1843,3
7655,2070 2007 444 2405 745 432 535 534 2383 2663 2845 1298 2706 912 935 444 1243 246 245,3
7656,534 490 2155 2084 2348 1025 537 2331 1223 1775 1987 1491 758 1669 2660 2458 163 1255 692 2335 221 1437,3
7657,2660 915 424 1742 417 102 586 2105 1661 1385 940 529 1149 2155 2155 860 655 1911 2437 221 2086 539 1412 2043 1843,4
7658,2051 1156 2722 1121 1126 1252 1219 215 102 634 1042 1857 1421 997 2660 2164 1017 1276 630 1554 1143 143 178 2205 1193,3
7659,132 1781 115 1987 424 776 1491 1257 1291 2297 204 1298 2146 314 1385 1642 2213 1491 989 1268 385 2712 2116 1843,1
7660,2563 2478 1491 1007 287 618 1355,3
7661,1086 1333 570 2140 1695 2558 1223 1775 2493 2192 1669 2671 2290 155 1932 1987 1494 1648 1360 2509 1775 2823 1285 2784 102 620,4
7662,378 1533 2140 957 574 737 313 1704 1166 1491 533 1533 1519 681 2558 2427 1857 1421 2579 2027,2
7663,2660 287 1678 574 1661 2275 132 1665 630 1042 2213 1491 535 534 424 1112 380 102 771 1025 319,3
7664,1681 1225 885 417 2677 2114 2639 1320 614 238 1426 509 1409 1718 148 2146 742 422 143 178 940 681 678 1487,2
7665,997 102 412 797 2706 2314 422 1866 987 260 771 2375 2564 2041 1268 385 2807 2823 987,1
7666,1536 2260 417 940 1017 535 1090 1950 910 102 1583 102 771 319 1288 1754 1857 1421 1917 1583 102 2716,3
7667,485 2275 166 1360 2764 1902 564 1987 912 1491 197 2030 1722 2392 370 505 1656,3
7668,2345 1554 1143 495 2299 1267 1444 1895 1866 148 509 290 2354 250 2418 2455 2116 2532 2823 327,4
7669,2345 2263 1642 2592 1950 1267 940 1245 1535 1950 758 574 1176 1447 1255 132 1781 1615 1437 1866 270 2141 2820,3
7670,758 1756 1456 963 1255 1809 2754 485 2275 1491 2508 175 444 1243 635 2816 2052 758 221 1215 1255 513 613,3
7671,1388 700 1554 1143 859 2438 1802 2228 290 2802 2027 1641 2274 656 2332 1641 2783 2027 1648,3
7672,570 1755 1017 1276 630 1978 173 987 797 2706 2027 1648,3
7673,2345 1297 1130 313 1267 2757 2569 221 1194 833 2373 2082 1491 490 2810 2275 2754 1680 1315 1655 1156 1194 2751 1843,3
7674,974 170 302 2639 2663 2472 2663 1861 1695 2558 2189 869 424 1112 1857 422,3
7675,1649 2765 558 1805 2639 1350 1126 2677 1291 1630 2176 2808 1844 1853 509 1409 2764 1538 2525 1554 1143 1100 1751 2351 1843,3
7676,102 126 102 1212 357 2666 444 2795 2660 2620 417 574 1636 1257 2404 1358 1020 1421 974 1244 1139 1917 771 319 2322 1265 771 319 424 1112,3
7677,2058 2694 204 935 318 1323 2018 1954 1661 681 2558 997 2660 126 2027 1641 2832 1130 940 1978 444 1243 1781 1269 2784 1844 412 1853,3
7678,2345 102 412 228 656 2115 2263 1267 2509 688 1996 2438 1114 490 1491 102 1661 1284,3
7679,253 409 2678 2558 2756 2275 1355 2784 2621 2716 485 2275 290 2546 1902 1583 102 2716,3
7680,1245 1156 1521 1126 327 1245 1978 173 1334 1683 143 178 1491 2140 534 2454 1632 2757 2569 1100 1866 148 1514 2192,1
7681,102 272 2299 1555 1532 188 375 297 1661 2512 2764 570 2706 2845 1298 457 2659 674 221 2512 279,3
7682,412 1079 587 1475 417 1661 2275 2180 2169 961 1369 1731 292 1643 1244 1860 227 2383 2716 444 1243,3
7683,1291 2629 1462 618 2090 2405 451 1313 2706 912 292 1786 2329,1
7684,2345 2564 1533 2335 590 2437 1267 2677 2140 1661 619 1595 258 776 490 1491 2677 2140 2335 1812 1100 1751 974 170 1843,3
7685,2140 1291 1708 1017 1276 630 2051 1156 2412 2361 417 1017 1276 630 681 2558 780 2442 2019 1775 2660 2130 1857 1421 987 1299 1156 940,3
7686,1268 385 1521 859 987 2508 175 963 2642 1843,1
7687,1860 1735 1320 2558 2788 1751 767 2558 534 2609 1232 1254 1565 2274 2484 570 213 1422,1
7688,1559 1741 2660 821 259 758 1535 1255 987 132 1781 2564 1533 2764,1
7689,2564 2515 2749 313 688 417 2027 445 2155 1060 1722 155 2176 2657 570 1925 1257 1291 2392 1487 2033 1524,1
7690,2345 213 412 1914 604 1619 1267 2658 2507 1929 2155 1843 1404 1866 940 2213 1766 2666 2751 1843,3
7691,238 2166 132 1781 780 1696 815 1310 2764 1775 2660 2130 1661 2031 2660 1787 1595 1360,1
7692,2027 445 2155 1925 2273 1662 2392 1491 2027 445 2155 2064 102 463 1017 1212 2213 1265 1583 102 2716,1
7693,940 1494 270 417 644 1950 1728 2558 1665 124 102 771 319 213 444 2405 620 2584 246 758 974 1494 1786 202 1255,1
7694,1765 797 1212 279 1555 2086 2578 635 2702 1967 2202 272 102 797 2706 1996 2438 987 1781 1295 1491 2084 1965 1866 2089 2751 1843,1
7695,1661 356 1318 2019 1708 2798 554 2394 1007 1655 1669 2671 1661 1130 1360 570 2639,3
7696,1323 2018 681 2558 417 1688 2666 1437 2454 1978 173 780 1696 1456 681 1775 259 1546 2510 2318 422 2808 2324 2240,3
7697,2051 1156 2722 1121 1126 421 132 1661 2213 380 1265 2716 1223 766 1548 1775 1987 2803 1328 588 2213 2146 534 2331 2275 1550 1360,3
7698,2345 2263 915 2655 1207 968 1267 1912 1935 1978 173 1802 2228 2247 2818 766 1548 1491 1661 1683 2146 1996 2438 1100 1069 2808 1032 2354,3
7699,1203 2084 1329 949 1625 2774 1491 2178 2228 2130 2084 570 1925 987 2027 1648 1194,3
7700,2345 213 416 2437 1765 797 1267 1978 173 1453 968 1514 1927 1491 2546 1031 1765 797 1659 1914 758 827 328 534 1717 1255 2764,1
7701,940 2512 1978 1421 417 182 1276 1421 1679 2706 327 2146 610 2639 2706 327 797 1175 797 213 2146 797 2388 587 1475,4
7702,1661 106 1514 1856 2456 2525 2275 2764 2564 1533 2196 1775 422 1856,3
7703,866 1952 1491 574 1661 132 1781 1661 2304 940 2213,3
7704,570 2140 1257 1291 2297 1568 2427 102 1256 1731 1212 1491 772 1212 2213 2304 215 1902 1583 102 2716 2764,3
7705,1649 2765 558 1805 2639 1350 1126 2845 1298 1661 2536 390 2764 2845 1298 1554 1143 940 2213 681 2749 259 422 2808 2751 1843,3
7706,1765 797 1212 279 1555 2092 1618 2150 2004 2537 1780 2816 1491 2155 2666 1232 278 2637 1776 1897 2064 915 2655 1866 2592 1950 463,1
7707,359 635 635 1491 1683 570 2768 2784 2803 1328,3
7708,570 1058 102 132 1781 2823 1494 1567 2784 2383 771 319 1491 587 1661 2451 2517 2213 2784 1902 2716,1
7709,2512 1320 1058 2845 417 1564 2399 102 535 1090 1950 910 1288 1754 893 1699 102 1583 102 2716 2084 102 1583 102 2716,3
7710,618 1017 535 485 2275 238 639 2275 2180 102 1853 221 2371 1857 422 858 2361 2189 869 302 2730,3
7711,1661 2213 1843 1765 797 1360 2507 1069 2808,1
7712,102 821 444 2405 2564 1533 126 534 1042 2351 1249 2784 2383 2716 1496 1592 788 1981 616 2810 2532 1615 1437 1206,1
7713,166 1360 2764 102 771 319 1388 700 2659 674 1491 1358 1020 1421 1233 2441,3
7714,1043 1122 926 2754 820 1156 135 842 2845 1298 676 246 2224 2573 590 160 1320 1680 173 2845,3
7715,1649 2765 558 1805 2639 1350 1126 2677 2140 102 1781 1295 444 2509 2019 1595 1491 2677 1291 1630 1648 1268 385 968 2116 1843,3
7716,1837 1950 325 1167 587 1475 2019 1952 1539 2823 2631 1775 444 1243,4
7717,272 1494 270 1134 611 2354 2820 424 1112 1541 2360 2067 1158 2634 656 1360 2136 424 1112 2189 869 2116 2089,3
7718,758 1996 2126 2031 1255 618 2722 473 2714 1249 2354 1369 417 247 1602 1625 726 772 737 2299 1950 910 424 1639 1903 1001 1987 2802,3
7719,272 2478 1188 1194 2764 1661 1355 1252 1219 215 1355 102 2716 2767 1609 485 2275 1866 385 2418 1110 1843,3
7720,1291 2629 2605 858 2180 417 102 1625 726 227 2646 539 2155 860 1228 1866 1552 300 987 328 2335 2297 2221,4
7721,485 2275 2768 245 102 535 535 313 1360 2509 2058 1260 451 204 2146 132 2537 1280 1249 1369 1494 449,3
7722,866 2478 1491 1203 1783 1058 1903 1001 1194,3
7723,758 602 375 1431 1255 2090 1866 2820 2108 1610 1491 527 1863 1675 1404 1866 1538 2525 758 1445 2371 1255 1843,3
7724,2196 1987 2213 2784 102 2716 2764 2456 2525 539 2275 102 126 246 1335 1665 2832 1130,3
7725,1609 1350 318 2720 134 2660 1656 2244 417 1388 700 1554 1143 473 2618 221 1531 987 2247 1371 570 1491 1775 987 2027 1648 2019 1246 255,3
7726,2757 2569 1535 1950 2389 1514 1475 1073 2546 1546 1491 758 1517 2510 174 1255 2546 1434 1007 1775 2732 1313,4
7727,2715 1194 2764 1547 2564 987 2253 137 2626 2422 2093 197 1288 2558 472 772 132 1781 2564 1533 1284 791 1194 1843,1
7728,2140 2810 1320 302 2810 2558 2236 1360 2192 2564 2285 1323 1656 1491 2079 2816 1494 1257 2583 1696 1775 2027 2108,4
7729,2507 2816 2819 1925 2273 2275 1550 1360 1491 635 2663 485 2275 444 1243 424 1232,3
7730,2677 2645 778 417 292 857 2089 102 412 102 412 319 2784 2405 2706 1533 424 1112 444 1243,3
7731,2660 161 2795 144 2379 1491 2493 1584 2550 1533 1178 2578 619 2764,2
7732,1043 2346 631 1680 631 1424 1297,1
7733,2706 1533 1950 1249 1609 2375 1978 949 581 1700 2019 1491 533 1533 1519 1421 1679 1541 1728 1996 2438 1263 1333,2
7734,404 2371 1249 997 102 2716 1491 416 1298 102 132 1781 2823 1494 1567 166 210 102 771 319,1
7735,1920 178 102 535 2764 1091 1956 1926 2507 554 2394 758 2373 2706 1775 2583 1696 1255,4
7736,495 696 2135 302 700 2558 417 2189 869 135 313 1630 2018 2375 2845 245 915 1491 306 644 2375 2845 1859 120 1625 1929 2808 1491 655 221 1437 1216 385 1418 1818 963 2642,1
7737,780 401 797 2706 788 635 2663 674 1251 2090 2405 1090 2438 1564 645 1843 424 1232 417 2810 2532 1090 2438 2489 2251 2041 2043 2422 758 1978 173 1239 1438 1255,1
7738,102 1681 1091 2660 417 1422 1532 1950 1249 618 2832 298 1265 1583 102 2716,1
7739,681 2558 2427 2664 2332 1641 2783 336 2574 417 494 720 1231 2324 2574 1895 681 2558 1552 1839 926 968 1978 173 424 1993,3
7740,1987 2169 645 2795 417 2677 2140 1661 619 1100 1420 1299 1320 614 963 588 1491 2550 1533 258 2823 2356 2642 1950 445,2
7741,302 1769 681 2558 2058 2694 1981 2265 1981 2558 635 2663 444 1243 221 1531 570 213 444 2405 2564 1533 2275 625,1
7742,940 1017 535 1017 1276 630 1323 2018 949 221 215 1903 1001 1775 1987 1491 1178 2578 2274 1843,3
7743,2707 658 1130 1360 221 758 1269 935 2645 176 1255 102 820 1684 1370 677 2677 2140 1057 1302 805 1839 1731 2714,4
7744,272 2478 1950 656 2767 570 2140 2706 2810 1661 1550 1360 2764 2660 915 2274 2368 1609 485 2275 1866 385 2418 1110 1843,3
7745,2845 1298 1576 1156 1126 175 1786 1269 1996 175 1431 1491 2058 2694 1421 1679 1360 1947,3
7746,1683 570 1683 1445 860 1866 238 2166 1950 656 1491 866 1952 758 272 928 1255 987 485 2275 1445 1978 1043 1194,3
7747,421 1731 1257 1291 2297 228 1567 166 210 102 771 228 1491 940 1058 102 246 997 102 771 2706 1533 1275 1965,1
7748,1649 2765 558 1805 2639 1350 1126 1257 1291 2297 772 1212 940 2213 2784 1265 2716 2764 2536 390 681 2749 259 422 2808 2751 1843,3
7749,1546 2426 587 1475 417 292 1139 102 412 319 965 1917 771 319 424 1112,3
7750,2405 2784 102 771 319 2764 1203 2660 821 2275 1422 2746 2051 2329,1
7751,2345 1661 2823 1042 1521 1267 574 1661 132 1781 1665 630 1042 1355 2331 490 2810 1554 1143 1661 2213,3
7752,596 1285 1895 102 1514 2392 669 1241 1491 1718 148 2019 102 102 1857 1514 1115 259,4
7753,674 1251 444 2405 1929 2192 1552 1112 485 2275 2509 688 1625 2027 2664 1905,1
7754,1775 814 2746 412 2508 2783 259 1754 2806 2094 163 102 1843 485 2275 681 2749 681 298 385 1802 1843,4
7755,2400 912 1765 2832 1491 1514 559 926 2754 2660 1066 797 681 2250 1323 2764 2845 1298 1987 2299 175 1786 2146 2189 869 1860 1360,3
7756,570 2140 1388 700 102 535 634 1042 102 1583 102 771 319 1090 1950 910 1857 1421 102 1583 102 2716,3
7757,1167 259 926 1863 1232 2089 1866 148 1514 559,3
7758,260 2299 102 535 1090 1950 910 1661 2213 102 2716 298 102 771 319 1491 1007 535 2558 1520 2784 1564 1679,4
7759,1571 1421 987 1990 1978,3
7760,1866 1076 1533 1519 1554 1143 143 178 1662 836 1491 570 2140 1496 1592 1665 124 1355 2784 102 2716,3
7761,2345 1554 1143 495 2299 1267 1514 559 2155 1747 2475 259 1360 1947 594 1661 1775 1014 2810 2558 1087 255 1169 2664 2810 2558,1
7762,1388 700 1388 1790 221 2512 1491 2027 1648 1661 1404 2041 2831 2031 1661 1843,3
7763,1600 1600 2764 1161 1223 1903 1001 1775 1987 2764 574 539 302 2730 2795 144 2379 1404 1648 1069 2808 2213 2764,3
